Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2/1/2007,01:47:00,0.376,0,243.3,1.6,0,0,0
2/1/2007,01:48:00,0.376,0,243.21,1.6,0,0,0
2/1/2007,01:49:00,0.412,0.056,243.61,1.8,0,0,0
2/1/2007,01:50:00,0.452,0.134,243.72,1.8,0,0,0
2/1/2007,01:51:00,0.506,0.186,243.44,2.2,0,0,0
2/1/2007,01:52:00,0.562,0.268,243.1,2.6,0,0,0
2/1/2007,01:53:00,0.556,0.268,242.9,2.4,0,0,0
2/1/2007,01:54:00,0.554,0.268,243.05,2.4,0,0,0
2/1/2007,01:55:00,0.55,0.266,242.72,2.4,0,0,0
2/1/2007,01:56:00,0.546,0.264,242.37,2.4,0,0,0
2/1/2007,01:57:00,0.532,0.248,243.17,2.4,0,0,0
2/1/2007,01:58:00,0.474,0.162,242.75,2,0,0,0
2/1/2007,01:59:00,0.47,0.158,242.08,2,0,0,0
2/1/2007,02:00:00,0.47,0.16,242.18,2,0,0,0
2/1/2007,02:01:00,0.476,0.172,244.44,2,0,0,0
2/1/2007,02:02:00,0.48,0.182,246.14,2,0,0,0
2/1/2007,02:03:00,0.478,0.178,245.49,2,0,0,0
2/1/2007,02:04:00,0.478,0.178,245.34,2,0,0,0
2/1/2007,02:05:00,0.476,0.176,245.17,2,0,0,0
2/1/2007,02:06:00,0.458,0.148,245.23,2,0,0,0
2/1/2007,02:07:00,0.382,0,245.08,1.6,0,0,0
2/1/2007,02:08:00,0.382,0,245.23,1.6,0,0,0
2/1/2007,02:09:00,0.382,0,245.09,1.6,0,0,0
2/1/2007,02:10:00,0.382,0,245.12,1.6,0,0,0
2/1/2007,02:11:00,0.382,0,245.06,1.6,0,0,0
2/1/2007,02:12:00,0.382,0,244.87,1.6,0,0,0
2/1/2007,02:13:00,0.382,0,245.12,1.6,0,0,0
2/1/2007,02:14:00,0.382,0,245.21,1.6,0,0,0
2/1/2007,02:15:00,0.384,0,245.73,1.6,0,0,0
2/1/2007,02:16:00,0.384,0,245.71,1.6,0,0,0
2/1/2007,02:17:00,0.386,0,246.44,1.6,0,0,0
2/1/2007,02:18:00,0.386,0,246.37,1.6,0,0,0
2/1/2007,02:19:00,0.384,0,246.14,1.6,0,0,0
2/1/2007,02:20:00,0.384,0,246.05,1.6,0,0,0
2/1/2007,02:21:00,0.384,0,245.94,1.6,0,0,0
2/1/2007,02:22:00,0.384,0,245.5,1.6,0,0,0
2/1/2007,02:23:00,0.382,0,245.37,1.6,0,0,0
2/1/2007,02:24:00,0.382,0,245.38,1.6,0,0,0
2/1/2007,02:25:00,0.382,0,245.22,1.6,0,0,0
2/1/2007,02:26:00,0.386,0,246.15,1.6,0,0,0
2/1/2007,02:27:00,0.386,0,246.73,1.6,0,0,0
2/1/2007,02:28:00,0.39,0,247.41,1.6,0,0,0
2/1/2007,02:29:00,0.386,0,246.78,1.6,0,0,0
2/1/2007,02:30:00,0.412,0.054,245.29,1.8,0,0,0
2/1/2007,02:31:00,0.458,0.142,245.02,2,0,0,0
2/1/2007,02:32:00,0.46,0.144,245.58,2,0,0,0
2/1/2007,02:33:00,0.482,0.156,245.08,2,0,0,0
2/1/2007,02:34:00,0.568,0.282,244.92,2.6,0,0,0
2/1/2007,02:35:00,0.564,0.282,244.95,2.6,0,0,0
2/1/2007,02:36:00,0.562,0.286,245.45,2.6,0,0,0
2/1/2007,02:37:00,0.562,0.294,246.36,2.6,0,0,0
2/1/2007,02:38:00,0.538,0.26,246.27,2.4,0,0,0
2/1/2007,02:39:00,0.488,0.186,246.74,2,0,0,0
2/1/2007,02:40:00,0.488,0.188,246.92,2,0,0,0
2/1/2007,02:41:00,0.484,0.182,246.12,2,0,0,0
2/1/2007,02:42:00,0.482,0.182,246.14,2,0,0,0
2/1/2007,02:43:00,0.48,0.178,245.59,2,0,0,0
2/1/2007,02:44:00,0.478,0.176,245.37,2,0,0,0
2/1/2007,02:45:00,0.478,0.178,245.58,2,0,0,0
2/1/2007,02:46:00,0.48,0.184,246.38,2,0,0,0
2/1/2007,02:47:00,0.482,0.186,246.88,2,0,0,0
2/1/2007,02:48:00,0.464,0.16,246.72,2,0,0,0
2/1/2007,02:49:00,0.388,0,247.36,1.6,0,0,0
2/1/2007,02:50:00,0.388,0,247.28,1.6,0,0,0
2/1/2007,02:51:00,0.386,0,246.2,1.6,0,0,0
2/1/2007,02:52:00,0.384,0,245.89,1.6,0,0,0
2/1/2007,02:53:00,0.384,0,245.62,1.6,0,0,0
2/1/2007,02:54:00,0.384,0,245.59,1.6,0,0,0
2/1/2007,02:55:00,0.384,0,245.8,1.6,0,0,0
2/1/2007,02:56:00,0.384,0,246.15,1.6,0,0,0
2/1/2007,02:57:00,0.384,0,246.08,1.6,0,0,0
2/1/2007,02:58:00,0.408,0.052,246.11,1.8,0,0,0
2/1/2007,02:59:00,0.468,0.168,246.13,2,0,0,0
2/1/2007,03:00:00,0.47,0.168,246.16,2,0,1,0
2/1/2007,03:01:00,0.466,0.166,245.65,2,0,2,0
2/1/2007,03:02:00,0.466,0.164,245.51,2,0,1,0
2/1/2007,03:03:00,0.468,0.166,245.87,2,0,2,0
2/1/2007,03:04:00,0.468,0.168,245.93,2,0,1,0
2/1/2007,03:05:00,0.47,0.168,246.16,2,0,1,0
2/1/2007,03:06:00,0.468,0.168,245.92,2,0,2,0
2/1/2007,03:07:00,0.47,0.168,246.17,2,0,1,0
2/1/2007,03:08:00,0.47,0.168,246.2,2,0,2,0
2/1/2007,03:09:00,0.468,0.168,246.22,2,0,1,0
2/1/2007,03:10:00,0.468,0.168,246.26,2,0,1,0
2/1/2007,03:11:00,0.468,0.168,246.31,2,0,2,0
2/1/2007,03:12:00,0.556,0.274,245.62,2.6,0,1,0
2/1/2007,03:13:00,0.538,0.272,245.41,2.4,0,1,0
2/1/2007,03:14:00,0.538,0.274,245.61,2.4,0,2,0
2/1/2007,03:15:00,0.538,0.274,245.76,2.4,0,1,0
2/1/2007,03:16:00,0.644,0.4,246.59,3,0,1,0
2/1/2007,03:17:00,0.644,0.42,246.39,3,0,2,0
2/1/2007,03:18:00,0.638,0.418,246.34,3,0,1,0
2/1/2007,03:19:00,0.622,0.4,246.71,3,0,1,0
2/1/2007,03:20:00,0.562,0.31,246.22,2.6,0,1,0
2/1/2007,03:21:00,0.56,0.308,245.99,2.6,0,2,0
2/1/2007,03:22:00,0.558,0.31,246.16,2.6,0,1,0
2/1/2007,03:23:00,0.556,0.306,245.78,2.6,0,1,0
2/1/2007,03:24:00,0.554,0.306,245.68,2.6,0,1,0
2/1/2007,03:25:00,0.55,0.304,245.35,2.6,0,2,0
2/1/2007,03:26:00,0.482,0.182,245.87,2,0,0,0
2/1/2007,03:27:00,0.48,0.182,246.21,2,0,0,0
2/1/2007,03:28:00,0.48,0.18,245.88,2,0,0,0
2/1/2007,03:29:00,0.478,0.178,245.55,2,0,0,0
2/1/2007,03:30:00,0.478,0.178,245.52,2,0,0,0
2/1/2007,03:31:00,0.384,0,245.18,1.6,0,0,0
2/1/2007,03:32:00,0.382,0,244.85,1.6,0,0,0
2/1/2007,03:33:00,0.378,0,243.85,1.6,0,0,0
2/1/2007,03:34:00,0.378,0,243.87,1.6,0,0,0
2/1/2007,03:35:00,0.38,0,244.16,1.6,0,0,0
2/1/2007,03:36:00,0.38,0,244.45,1.6,0,0,0
2/1/2007,03:37:00,0.38,0,244.73,1.6,0,0,0
2/1/2007,03:38:00,0.382,0,245.17,1.6,0,0,0
2/1/2007,03:39:00,0.382,0,245.33,1.6,0,0,0
2/1/2007,03:40:00,0.384,0,245.47,1.6,0,0,0
2/1/2007,03:41:00,0.388,0,247.03,1.6,0,0,0
2/1/2007,03:42:00,0.39,0.046,247.41,1.6,0,0,0
2/1/2007,03:43:00,0.388,0,247.18,1.6,0,0,0
2/1/2007,03:44:00,0.388,0,247.1,1.6,0,0,0
2/1/2007,03:45:00,0.388,0,247.28,1.6,0,0,0
2/1/2007,03:46:00,0.386,0,246.54,1.6,0,0,0
2/1/2007,03:47:00,0.384,0,245.88,1.6,0,0,0
2/1/2007,03:48:00,0.386,0,246.31,1.6,0,0,0
2/1/2007,03:49:00,0.386,0,246.61,1.6,0,0,0
2/1/2007,03:50:00,0.384,0,245.89,1.6,0,0,0
2/1/2007,03:51:00,0.384,0,245.73,1.6,0,0,0
2/1/2007,03:52:00,0.384,0,246,1.6,0,0,0
2/1/2007,03:53:00,0.44,0.092,245.38,2,0,0,0
2/1/2007,03:54:00,0.454,0.138,244.3,2,0,0,0
2/1/2007,03:55:00,0.456,0.14,244.49,2,0,0,0
2/1/2007,03:56:00,0.456,0.138,244.32,2,0,0,0
2/1/2007,03:57:00,0.456,0.14,244.44,2,0,0,0
2/1/2007,03:58:00,0.5,0.182,244.92,2.2,0,0,0
2/1/2007,03:59:00,0.566,0.284,245.35,2.6,0,0,0
2/1/2007,04:00:00,0.562,0.286,245.54,2.6,0,0,0
2/1/2007,04:01:00,0.512,0.21,245.96,2.2,0,0,0
2/1/2007,04:02:00,0.488,0.176,245.45,2,0,0,0
2/1/2007,04:03:00,0.49,0.182,246.21,2,0,0,0
2/1/2007,04:04:00,0.488,0.18,246.02,2,0,0,0
2/1/2007,04:05:00,0.484,0.178,245.59,2,0,0,0
2/1/2007,04:06:00,0.484,0.18,245.77,2,0,0,0
2/1/2007,04:07:00,0.482,0.178,245.69,2,0,0,0
2/1/2007,04:08:00,0.484,0.182,246.39,2,0,0,0
2/1/2007,04:09:00,0.482,0.18,245.97,2,0,0,0
2/1/2007,04:10:00,0.478,0.174,244.99,2,0,0,0
2/1/2007,04:11:00,0.478,0.178,245.55,2,0,0,0
2/1/2007,04:12:00,0.474,0.17,244.29,2,0,0,0
2/1/2007,04:13:00,0.412,0.078,243.58,1.8,0,0,0
2/1/2007,04:14:00,0.374,0,242.54,1.6,0,0,0
2/1/2007,04:15:00,0.376,0,242.89,1.6,0,0,0
2/1/2007,04:16:00,0.376,0,242.96,1.6,0,0,0
2/1/2007,04:17:00,0.378,0,243.27,1.6,0,0,0
2/1/2007,04:18:00,0.378,0,243.4,1.6,0,0,0
2/1/2007,04:19:00,0.378,0,243.62,1.6,0,0,0
2/1/2007,04:20:00,0.38,0,244.18,1.6,0,0,0
2/1/2007,04:21:00,0.382,0,244.73,1.6,0,0,0
2/1/2007,04:22:00,0.382,0,244.5,1.6,0,0,0
2/1/2007,04:23:00,0.38,0,244.43,1.6,0,0,0
2/1/2007,04:24:00,0.38,0,243.89,1.6,0,0,0
2/1/2007,04:25:00,0.38,0,244.03,1.6,0,0,0
2/1/2007,04:26:00,0.57,0,243.33,2.8,0,0,1
2/1/2007,04:27:00,1.534,0,242.78,6.2,0,0,19
2/1/2007,04:28:00,1.522,0,243.19,6.2,0,0,18
2/1/2007,04:29:00,1.486,0,242.56,6,0,0,19
2/1/2007,04:30:00,1.472,0,242.53,6,0,0,18
2/1/2007,04:31:00,1.464,0,242.26,6,0,0,18
2/1/2007,04:32:00,1.458,0,241.87,6,0,0,18
2/1/2007,04:33:00,1.458,0,242.13,6,0,0,18
2/1/2007,04:34:00,1.474,0,243.48,6,0,0,18
2/1/2007,04:35:00,1.518,0.062,243.13,6.2,0,0,18
2/1/2007,04:36:00,1.54,0.122,242.96,6.2,0,0,18
2/1/2007,04:37:00,1.538,0.12,242.86,6.2,0,0,18
2/1/2007,04:38:00,1.542,0.122,243.15,6.2,0,0,19
2/1/2007,04:39:00,1.54,0.122,242.97,6.2,0,0,18
2/1/2007,04:40:00,1.55,0.126,242.42,6.4,0,0,18
2/1/2007,04:41:00,1.636,0.254,242.14,6.8,0,0,18
2/1/2007,04:42:00,1.632,0.252,241.99,6.8,0,0,18
2/1/2007,04:43:00,1.582,0.184,241.88,6.6,0,0,17
2/1/2007,04:44:00,1.548,0.144,241.41,6.4,0,0,18
2/1/2007,04:45:00,1.556,0.148,242.2,6.4,0,0,18
2/1/2007,04:46:00,1.548,0.144,241.59,6.4,0,0,18
2/1/2007,04:47:00,1.558,0.15,242.55,6.4,0,0,18
2/1/2007,04:48:00,1.574,0.158,243.92,6.4,0,0,18
2/1/2007,04:49:00,1.572,0.158,243.98,6.4,0,0,19
2/1/2007,04:50:00,1.568,0.156,243.68,6.4,0,0,18
2/1/2007,04:51:00,1.574,0.16,244.24,6.4,0,0,18
2/1/2007,04:52:00,1.578,0.162,244.63,6.4,0,0,18
2/1/2007,04:53:00,1.564,0.156,243.63,6.4,0,0,19
2/1/2007,04:54:00,1.562,0.154,243.41,6.4,0,0,18
2/1/2007,04:55:00,1.512,0.084,243.2,6.2,0,0,18
2/1/2007,04:56:00,1.464,0,242.92,6,0,0,18
2/1/2007,04:57:00,1.456,0,242.3,6,0,0,18
2/1/2007,04:58:00,1.454,0,242.11,6,0,0,18
2/1/2007,04:59:00,1.452,0,241.9,6,0,0,18
2/1/2007,05:00:00,1.448,0,241.6,6,0,0,18
2/1/2007,05:01:00,1.452,0,241.89,6,0,0,17
2/1/2007,05:02:00,1.448,0,241.57,6,0,0,18
2/1/2007,05:03:00,1.444,0,241.19,6,0,0,18
2/1/2007,05:04:00,1.44,0,240.85,6,0,0,18
2/1/2007,05:05:00,1.438,0,240.65,5.8,0,0,18
2/1/2007,05:06:00,1.438,0,240.78,6,0,0,17
2/1/2007,05:07:00,1.442,0,240.99,6,0,0,18
2/1/2007,05:08:00,1.454,0,242.13,6,0,0,18
2/1/2007,05:09:00,1.46,0,242.64,6,0,0,18
2/1/2007,05:10:00,1.458,0,242.4,6,0,0,18
2/1/2007,05:11:00,1.448,0,241.52,6,0,0,18
2/1/2007,05:12:00,1.45,0,241.71,6,0,0,18
2/1/2007,05:13:00,1.446,0,241.46,6,0,0,18
2/1/2007,05:14:00,1.316,0,240.49,5.6,0,0,17
2/1/2007,05:15:00,0.372,0,241.61,1.6,0,0,0
2/1/2007,05:16:00,0.37,0,241,1.6,0,0,0
2/1/2007,05:17:00,0.37,0,240.77,1.6,0,0,0
2/1/2007,05:18:00,0.456,0.114,241.02,2,0,0,0
2/1/2007,05:19:00,0.444,0.124,241.48,1.8,0,0,0
2/1/2007,05:20:00,0.442,0.118,240.3,1.8,0,0,0
2/1/2007,05:21:00,0.444,0.12,240.61,1.8,0,0,0
2/1/2007,05:22:00,0.444,0.12,240.78,1.8,0,0,0
2/1/2007,05:23:00,0.554,0.24,240.12,2.6,0,0,0
2/1/2007,05:24:00,0.548,0.252,240.64,2.4,0,0,0
2/1/2007,05:25:00,0.536,0.242,241.37,2.4,0,0,0
2/1/2007,05:26:00,0.474,0.154,241.41,2,0,0,0
2/1/2007,05:27:00,0.472,0.152,241.16,2,0,0,0
2/1/2007,05:28:00,0.544,0.242,242.38,2.6,0,0,0
2/1/2007,05:29:00,0.558,0.286,242.73,2.6,0,1,0
2/1/2007,05:30:00,0.554,0.286,242.63,2.6,0,1,0
2/1/2007,05:31:00,0.554,0.288,242.93,2.6,0,1,0
2/1/2007,05:32:00,0.554,0.286,242.67,2.6,0,2,0
2/1/2007,05:33:00,0.554,0.286,242.89,2.6,0,1,0
2/1/2007,05:34:00,0.552,0.284,242.36,2.4,0,2,0
2/1/2007,05:35:00,0.55,0.28,242.03,2.4,0,1,0
2/1/2007,05:36:00,0.546,0.276,241.33,2.4,0,1,0
2/1/2007,05:37:00,0.51,0.224,242.25,2.2,0,2,0
2/1/2007,05:38:00,0.456,0.146,242.06,2,0,1,0
2/1/2007,05:39:00,0.456,0.148,242.46,2,0,2,0
2/1/2007,05:40:00,0.456,0.146,242.47,2,0,1,0
2/1/2007,05:41:00,0.46,0.156,243.93,2,0,1,0
2/1/2007,05:42:00,0.458,0.154,243.58,2,0,2,0
2/1/2007,05:43:00,0.454,0.146,242.4,2,0,1,0
2/1/2007,05:44:00,0.454,0.15,243.04,2,0,1,0
2/1/2007,05:45:00,0.454,0.152,243.32,2,0,2,0
2/1/2007,05:46:00,0.452,0.15,243.15,2,0,1,0
2/1/2007,05:47:00,0.454,0.154,243.81,2,0,1,0
2/1/2007,05:48:00,0.452,0.154,243.53,2,0,1,0
2/1/2007,05:49:00,0.454,0.158,244.22,2,0,2,0
2/1/2007,05:50:00,0.458,0.166,245.82,2,0,1,0
2/1/2007,05:51:00,0.46,0.17,246.55,2,0,1,0
2/1/2007,05:52:00,0.454,0.16,244.86,2,0,1,0
2/1/2007,05:53:00,0.452,0.156,243.94,2,0,2,0
2/1/2007,05:54:00,0.448,0.15,242.86,1.8,0,1,0
2/1/2007,05:55:00,0.386,0,244.1,1.6,0,0,0
2/1/2007,05:56:00,0.38,0,244.46,1.6,0,0,0
2/1/2007,05:57:00,0.384,0,245.72,1.6,0,0,0
2/1/2007,05:58:00,0.384,0,245.97,1.6,0,0,0
2/1/2007,05:59:00,0.386,0,245.79,1.6,0,0,0
2/1/2007,06:00:00,0.424,0.062,246.08,1.8,0,0,0
2/1/2007,06:01:00,0.462,0.142,244.67,2,0,0,0
2/1/2007,06:02:00,0.46,0.138,243.85,2,0,0,0
2/1/2007,06:03:00,0.46,0.138,244.07,2,0,0,0
2/1/2007,06:04:00,0.466,0.146,245.59,2,0,0,0
2/1/2007,06:05:00,0.516,0.198,246.23,2.2,0,0,0
2/1/2007,06:06:00,0.576,0.29,245.97,2.6,0,0,0
2/1/2007,06:07:00,0.572,0.292,246.22,2.6,0,0,0
2/1/2007,06:08:00,0.532,0.236,246.03,2.4,0,0,0
2/1/2007,06:09:00,0.492,0.176,245.13,2,0,0,0
2/1/2007,06:10:00,0.488,0.172,244.33,2,0,0,0
2/1/2007,06:11:00,0.484,0.17,243.93,2,0,0,0
2/1/2007,06:12:00,0.482,0.166,243.41,2,0,0,0
2/1/2007,06:13:00,0.478,0.162,242.65,2,0,0,0
2/1/2007,06:14:00,0.48,0.168,243.79,2,0,0,0
2/1/2007,06:15:00,0.48,0.17,244.01,2,0,0,0
2/1/2007,06:16:00,0.478,0.17,244.1,2,0,0,0
2/1/2007,06:17:00,0.478,0.168,243.97,2,0,0,0
2/1/2007,06:18:00,0.476,0.166,243.7,2,0,0,0
2/1/2007,06:19:00,0.476,0.168,243.92,2,0,0,0
2/1/2007,06:20:00,0.398,0.054,243.3,1.6,0,0,0
2/1/2007,06:21:00,0.38,0,243.42,1.6,0,0,0
2/1/2007,06:22:00,0.384,0,244.43,1.6,0,0,0
2/1/2007,06:23:00,0.382,0,243.97,1.6,0,0,0
2/1/2007,06:24:00,0.382,0,244.13,1.6,0,0,0
2/1/2007,06:25:00,0.382,0,243.86,1.6,0,0,0
2/1/2007,06:26:00,0.382,0,244.1,1.6,0,0,0
2/1/2007,06:27:00,0.382,0,244.13,1.6,0,0,0
2/1/2007,06:28:00,0.384,0,244.51,1.6,0,0,0
2/1/2007,06:29:00,0.384,0,244.95,1.6,0,0,0
2/1/2007,06:30:00,0.384,0,244.65,1.6,0,0,0
2/1/2007,06:31:00,0.382,0,244.38,1.6,0,0,0
2/1/2007,06:32:00,0.38,0,243.59,1.6,0,0,0
2/1/2007,06:33:00,0.38,0,243.32,1.6,0,0,0
2/1/2007,06:34:00,0.378,0,242.61,1.6,0,0,0
2/1/2007,06:35:00,0.374,0,241.67,1.6,0,0,0
2/1/2007,06:36:00,0.378,0,242.54,1.6,0,0,0
2/1/2007,06:37:00,0.378,0,243.12,1.6,0,0,0
2/1/2007,06:38:00,0.38,0,243.29,1.6,0,0,0
2/1/2007,06:39:00,0.38,0,243.23,1.6,0,0,0
2/1/2007,06:40:00,0.378,0,242.68,1.6,0,0,0
2/1/2007,06:41:00,0.376,0,242.65,1.6,0,0,0
2/1/2007,06:42:00,0.374,0,241.34,1.6,0,0,0
2/1/2007,06:43:00,0.388,0,241.15,1.8,0,0,0
2/1/2007,06:44:00,0.452,0.124,241.55,1.8,0,0,0
2/1/2007,06:45:00,0.448,0.124,241.82,1.8,0,0,0
2/1/2007,06:46:00,0.454,0.132,243.31,2,0,0,0
2/1/2007,06:47:00,0.456,0.136,244.08,2,0,0,0
2/1/2007,06:48:00,0.566,0.262,244.43,2.6,0,0,0
2/1/2007,06:49:00,0.566,0.278,244.46,2.6,0,0,0
2/1/2007,06:50:00,0.56,0.276,244.27,2.6,0,0,0
2/1/2007,06:51:00,0.556,0.272,243.54,2.4,0,0,0
2/1/2007,06:52:00,0.49,0.176,244.08,2,0,0,0
2/1/2007,06:53:00,0.482,0.168,244.07,2,0,0,0
2/1/2007,06:54:00,0.484,0.174,244.94,2,0,0,0
